Time,10f010.pv,10T0003.PV,10A100C3.PV
Time,DeC2FeedFlow.m,DeC2FeedTemp.m,% C3 IN C2 COMP
MM/dd/yy H:mm:ss,None,None,None
08/02/97 12:20:00,8.363628387,200.8848114,1.089587092
08/02/97 12:25:00,8.362308502,201.0681915,1.058229327
08/02/97 12:30:00,8.356903076,201.0945587,1.049836874
08/02/97 12:35:00,8.332864761,201.1209106,1.049836755
08/02/97 12:40:00,8.283364296,201.1472931,1.064668655
08/02/97 12:45:00,8.291097641,201.173645,1.132236719
08/02/97 12:50:00,8.275898933,201.1568909,1.054507971
08/02/97 12:55:00,8.267350197,201.0836487,1.069455862
08/02/97 13:00:00,8.243148804,201.0104065,1.074251533
08/02/97 13:05:00,8.242054939,200.9371643,1.076021671
08/02/97 13:10:00,8.258285522,200.7338409,1.042512298
08/02/97 13:15:00,8.216734886,201.1513214,1.004058957
08/02/97 13:20:00,8.215638161,201.0634308,0.968702197
08/02/97 13:25:00,8.209860802,200.9755402,0.923123896
